"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2019,2,"9E","Endeavor Air Inc.","ABE","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",34.00,10.00,7.13,0.00,0.56,0.00,2.30,0.00,0.00,887.00,633.00,0.00,9.00,0.00,245.00,
2019,2,"9E","Endeavor Air Inc.","AEX","Alexandria, LA: Alexandria International",98.00,9.00,3.52,0.00,2.22,0.00,3.26,0.00,0.00,564.00,267.00,0.00,55.00,0.00,242.00,
2019,2,"9E","Endeavor Air Inc.","AGS","Augusta, GA: Augusta Regional at Bush Field",120.00,17.00,4.76,3.85,2.92,0.00,5.47,2.00,1.00,1000.00,144.00,332.00,113.00,0.00,411.00,
2019,2,"9E","Endeavor Air Inc.","ALB","Albany, NY: Albany International",28.00,3.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,77.00,0.00,0.00,19.00,0.00,58.00,
2019,2,"9E","Endeavor Air Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",2688.00,560.00,91.97,19.00,180.56,0.00,268.46,28.00,3.00,49781.00,11492.00,2968.00,9504.00,0.00,25817.00,
2019,2,"9E","Endeavor Air Inc.","ATW","Appleton, WI: Appleton International",52.00,12.00,7.66,0.00,1.39,0.00,2.95,3.00,3.00,604.00,372.00,0.00,49.00,0.00,183.00,
2019,2,"9E","Endeavor Air Inc.","BDL","Hartford, CT: Bradley International",93.00,8.00,1.10,0.28,2.04,0.00,4.58,3.00,0.00,487.00,30.00,19.00,127.00,0.00,311.00,
2019,2,"9E","Endeavor Air Inc.","BGR","Bangor, ME: Bangor International",71.00,9.00,2.32,0.00,3.51,0.00,3.17,5.00,0.00,499.00,131.00,0.00,138.00,0.00,230.00,
2019,2,"9E","Endeavor Air Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",61.00,22.00,6.80,0.03,8.41,0.00,6.76,0.00,0.00,1291.00,411.00,2.00,361.00,0.00,517.00,
2019,2,"9E","Endeavor Air Inc.","BMI","Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",78.00,17.00,9.60,0.27,1.86,0.00,5.27,1.00,0.00,1597.00,955.00,43.00,69.00,0.00,530.00,
2019,2,"9E","Endeavor Air Inc.","BNA","Nashville, TN: Nashville International",96.00,20.00,3.86,0.72,5.32,0.00,10.11,6.00,0.00,1313.00,179.00,63.00,181.00,0.00,890.00,
2019,2,"9E","Endeavor Air Inc.","BOS","Boston, MA: Logan International",428.00,80.00,8.74,3.30,31.68,0.00,36.28,21.00,0.00,5750.00,953.00,177.00,1505.00,0.00,3115.00,
2019,2,"9E","Endeavor Air Inc.","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",25.00,2.00,1.96,0.00,0.00,0.00,0.04,0.00,0.00,138.00,136.00,0.00,0.00,0.00,2.00,
2019,2,"9E","Endeavor Air Inc.","BTV","Burlington, VT: Burlington International",197.00,38.00,12.37,2.00,7.15,0.00,16.47,8.00,0.00,3743.00,1305.00,638.00,339.00,0.00,1461.00,
2019,2,"9E","Endeavor Air Inc.","BUF","Buffalo, NY: Buffalo Niagara International",364.00,63.00,10.85,5.01,22.40,0.00,24.74,36.00,2.00,4072.00,984.00,534.00,942.00,0.00,1612.00,
2019,2,"9E","Endeavor Air Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",219.00,35.00,15.03,0.83,7.49,0.00,11.64,6.00,0.00,2221.00,970.00,30.00,268.00,0.00,953.00,
2019,2,"9E","Endeavor Air Inc.","CAE","Columbia, SC: Columbia Metropolitan",122.00,31.00,15.99,1.00,3.91,0.00,10.10,3.00,0.00,1993.00,930.00,286.00,113.00,0.00,664.00,
2019,2,"9E","Endeavor Air Inc.","CAK","Akron, OH: Akron-Canton Regional",50.00,14.00,6.09,0.00,2.18,0.00,5.73,0.00,1.00,651.00,383.00,0.00,70.00,0.00,198.00,
2019,2,"9E","Endeavor Air Inc.","CHA","Chattanooga, TN: Lovell Field",100.00,15.00,4.66,1.00,4.66,0.00,4.68,1.00,0.00,884.00,389.00,48.00,172.00,0.00,275.00,
2019,2,"9E","Endeavor Air Inc.","CHO","Charlottesville, VA: Charlottesville Albemarle",139.00,17.00,5.76,2.87,2.00,0.00,6.37,2.00,1.00,2056.00,227.00,1183.00,152.00,0.00,494.00,
2019,2,"9E","Endeavor Air Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",79.00,24.00,10.72,0.94,5.92,0.00,6.42,5.00,0.00,1906.00,507.00,481.00,228.00,0.00,690.00,
2019,2,"9E","Endeavor Air Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",321.00,44.00,15.04,1.37,14.32,0.00,13.27,20.00,0.00,2660.00,963.00,90.00,622.00,0.00,985.00,
2019,2,"9E","Endeavor Air Inc.","CLT","Charlotte, NC: Charlotte Douglas International",183.00,31.00,6.14,1.51,12.54,0.00,10.81,5.00,2.00,2302.00,600.00,64.00,647.00,0.00,991.00,
2019,2,"9E","Endeavor Air Inc.","CMH","Columbus, OH: John Glenn Columbus International",115.00,17.00,5.48,0.17,4.55,0.00,6.80,2.00,0.00,1281.00,277.00,25.00,221.00,0.00,758.00,
2019,2,"9E","Endeavor Air Inc.","CSG","Columbus, GA: Columbus Airport",78.00,12.00,5.93,0.83,3.89,0.00,1.34,0.00,0.00,765.00,420.00,39.00,145.00,0.00,161.00,
2019,2,"9E","Endeavor Air Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",899.00,232.00,42.44,5.90,52.94,0.00,130.71,15.00,1.00,17962.00,3387.00,675.00,2417.00,0.00,11483.00,
2019,2,"9E","Endeavor Air Inc.","CWA","Mosinee, WI: Central Wisconsin",100.00,29.00,6.57,4.93,12.12,0.00,5.38,4.00,1.00,3381.00,473.00,2030.00,444.00,0.00,434.00,
2019,2,"9E","Endeavor Air Inc.","DAY","Dayton, OH: James M Cox/Dayton International",26.00,6.00,0.08,0.00,0.18,0.00,5.74,0.00,0.00,497.00,8.00,0.00,29.00,0.00,460.00,
2019,2,"9E","Endeavor Air Inc.","DCA","Washington, DC: Ronald Reagan Washington National",146.00,32.00,6.86,2.02,16.76,0.00,6.36,2.00,0.00,1755.00,454.00,76.00,853.00,0.00,372.00,
2019,2,"9E","Endeavor Air Inc.","DEN","Denver, CO: Denver International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,2,"9E","Endeavor Air Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",150.00,47.00,13.88,2.05,24.53,0.00,6.54,3.00,2.00,2797.00,692.00,269.00,1195.00,0.00,641.00,
2019,2,"9E","Endeavor Air Inc.","DSM","Des Moines, IA: Des Moines International",284.00,77.00,23.29,0.24,27.91,0.00,25.56,10.00,0.00,6115.00,2792.00,33.00,1112.00,0.00,2178.00,
2019,2,"9E","Endeavor Air Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",1294.00,209.00,33.83,13.46,54.93,0.00,106.77,30.00,1.00,14078.00,2846.00,1510.00,2568.00,0.00,7154.00,
2019,2,"9E","Endeavor Air Inc.","EVV","Evansville, IN: Evansville Regional",148.00,21.00,13.56,0.00,1.64,0.00,5.80,1.00,1.00,1669.00,1105.00,0.00,56.00,0.00,508.00,
2019,2,"9E","Endeavor Air Inc.","EWN","New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",50.00,4.00,1.82,0.00,0.00,0.00,2.18,0.00,2.00,438.00,182.00,0.00,0.00,0.00,256.00,
2019,2,"9E","Endeavor Air Inc.","EWR","Newark, NJ: Newark Liberty International",106.00,38.00,6.94,0.86,22.34,0.00,7.86,1.00,0.00,3088.00,821.00,157.00,1547.00,0.00,563.00,
2019,2,"9E","Endeavor Air Inc.","EYW","Key West, FL: Key West International",56.00,20.00,6.17,2.82,6.83,0.00,4.18,0.00,0.00,1937.00,579.00,727.00,254.00,0.00,377.00,
2019,2,"9E","Endeavor Air Inc.","FNT","Flint, MI: Bishop International",51.00,10.00,2.56,0.97,1.27,0.00,5.20,0.00,0.00,431.00,138.00,34.00,46.00,0.00,213.00,
2019,2,"9E","Endeavor Air Inc.","FSM","Fort Smith, AR: Fort Smith Regional",50.00,7.00,2.63,0.00,2.37,0.00,2.00,0.00,0.00,206.00,90.00,0.00,58.00,0.00,58.00,
2019,2,"9E","Endeavor Air Inc.","GNV","Gainesville, FL: Gainesville Regional",60.00,9.00,2.98,1.99,0.49,0.00,3.54,0.00,0.00,529.00,152.00,127.00,40.00,0.00,210.00,
2019,2,"9E","Endeavor Air Inc.","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",99.00,23.00,9.20,6.44,1.95,0.00,5.41,5.00,2.00,3884.00,552.00,2850.00,285.00,0.00,197.00,
2019,2,"9E","Endeavor Air Inc.","GRB","Green Bay, WI: Green Bay Austin Straubel International",28.00,5.00,1.84,0.00,1.19,0.00,1.97,0.00,2.00,324.00,187.00,0.00,37.00,0.00,100.00,
2019,2,"9E","Endeavor Air Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",24.00,3.00,0.12,0.76,1.06,0.00,1.06,3.00,0.00,112.00,6.00,16.00,53.00,0.00,37.00,
2019,2,"9E","Endeavor Air Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",23.00,3.00,0.73,0.00,1.63,0.00,0.64,1.00,0.00,167.00,19.00,0.00,76.00,0.00,72.00,
2019,2,"9E","Endeavor Air Inc.","GTR","Columbus, MS: Golden Triangle Regional",78.00,12.00,3.94,0.00,3.87,0.00,4.19,0.00,0.00,522.00,162.00,0.00,144.00,0.00,216.00,
2019,2,"9E","Endeavor Air Inc.","HPN","White Plains, NY: Westchester County",73.00,19.00,12.12,0.95,2.79,0.00,3.14,1.00,0.00,1172.00,854.00,41.00,68.00,0.00,209.00,
2019,2,"9E","Endeavor Air Inc.","HRL","Harlingen/San Benito, TX: Valley International",24.00,10.00,1.10,0.00,6.30,0.00,2.59,0.00,0.00,589.00,68.00,0.00,293.00,0.00,228.00,
2019,2,"9E","Endeavor Air Inc.","IAD","Washington, DC: Washington Dulles International",106.00,26.00,7.58,0.00,6.99,0.00,11.44,4.00,0.00,1291.00,450.00,0.00,319.00,0.00,522.00,
2019,2,"9E","Endeavor Air Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",93.00,23.00,8.01,0.00,8.57,0.00,6.42,0.00,0.00,1188.00,504.00,0.00,275.00,0.00,409.00,
2019,2,"9E","Endeavor Air Inc.","ILM","Wilmington, NC: Wilmington International",98.00,18.00,7.58,0.73,2.81,0.00,6.89,0.00,0.00,1535.00,476.00,461.00,178.00,0.00,420.00,
2019,2,"9E","Endeavor Air Inc.","IND","Indianapolis, IN: Indianapolis International",163.00,33.00,12.15,2.28,10.20,0.00,8.36,2.00,0.00,2248.00,1165.00,348.00,376.00,0.00,359.00,
2019,2,"9E","Endeavor Air Inc.","JAX","Jacksonville, FL: Jacksonville International",108.00,21.00,4.48,1.91,6.82,0.00,7.79,5.00,0.00,1058.00,312.00,59.00,217.00,0.00,470.00,
2019,2,"9E","Endeavor Air Inc.","JFK","New York, NY: John F. Kennedy International",1431.00,211.00,44.87,4.67,67.22,0.00,94.24,100.00,2.00,15361.00,3814.00,967.00,3414.00,0.00,7166.00,
2019,2,"9E","Endeavor Air Inc.","LEX","Lexington, KY: Blue Grass",161.00,47.00,13.68,3.84,8.76,0.89,19.83,2.00,2.00,3279.00,852.00,265.00,367.00,62.00,1733.00,
2019,2,"9E","Endeavor Air Inc.","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field",28.00,3.00,1.69,0.93,0.38,0.00,0.00,0.00,0.00,83.00,48.00,28.00,7.00,0.00,0.00,
2019,2,"9E","Endeavor Air Inc.","LGA","New York, NY: LaGuardia",1961.00,382.00,49.72,10.56,178.81,1.00,141.91,125.00,2.00,30216.00,5918.00,864.00,11618.00,33.00,11783.00,
2019,2,"9E","Endeavor Air Inc.","LNK","Lincoln, NE: Lincoln Airport",20.00,4.00,1.51,0.00,0.08,0.00,2.41,1.00,0.00,191.00,94.00,0.00,3.00,0.00,94.00,
2019,2,"9E","Endeavor Air Inc.","MBS","Saginaw/Bay City/Midland, MI: MBS International",20.00,5.00,2.00,1.00,1.00,0.00,1.00,0.00,0.00,277.00,141.00,74.00,17.00,0.00,45.00,
2019,2,"9E","Endeavor Air Inc.","MCI","Kansas City, MO: Kansas City International",89.00,23.00,3.27,3.79,10.31,0.00,5.63,4.00,1.00,2105.00,394.00,724.00,446.00,0.00,541.00,
2019,2,"9E","Endeavor Air Inc.","MEM","Memphis, TN: Memphis International",50.00,13.00,2.72,0.00,2.52,0.00,7.76,2.00,0.00,1039.00,230.00,0.00,150.00,0.00,659.00,
2019,2,"9E","Endeavor Air Inc.","MGM","Montgomery, AL: Montgomery Regional",47.00,5.00,1.34,0.00,0.78,0.00,2.88,0.00,0.00,273.00,54.00,0.00,41.00,0.00,178.00,
2019,2,"9E","Endeavor Air Inc.","MHT","Manchester, NH: Manchester-Boston Regional",22.00,5.00,0.61,0.62,0.94,0.00,2.83,1.00,0.00,369.00,17.00,48.00,46.00,0.00,258.00,
2019,2,"9E","Endeavor Air Inc.","MKE","Milwaukee, WI: General Mitchell International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,2,"9E","Endeavor Air Inc.","MLI","Moline, IL: Quad City International",78.00,14.00,4.32,1.61,3.78,0.00,4.28,4.00,0.00,1139.00,527.00,157.00,217.00,0.00,238.00,
2019,2,"9E","Endeavor Air Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",83.00,24.00,8.80,0.00,10.61,0.00,4.60,4.00,1.00,1503.00,469.00,0.00,399.00,0.00,635.00,
2019,2,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",774.00,179.00,30.42,12.25,67.87,0.00,68.47,23.00,2.00,16397.00,2932.00,1549.00,6413.00,0.00,5503.00,
2019,2,"9E","Endeavor Air Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",51.00,7.00,2.07,0.00,1.11,0.00,3.82,3.00,0.00,361.00,49.00,0.00,43.00,0.00,269.00,
2019,2,"9E","Endeavor Air Inc.","OAJ","Jacksonville/Camp Lejeune, NC: Albert J Ellis",78.00,20.00,10.07,0.93,2.07,0.00,6.93,0.00,1.00,1196.00,590.00,96.00,57.00,0.00,453.00,
2019,2,"9E","Endeavor Air Inc.","OMA","Omaha, NE: Eppley Airfield",72.00,28.00,6.15,0.00,10.94,0.00,10.91,4.00,0.00,1938.00,744.00,0.00,493.00,0.00,701.00,
2019,2,"9E","Endeavor Air Inc.","ORD","Chicago, IL: Chicago O'Hare International",142.00,51.00,10.03,0.49,27.27,0.00,13.22,6.00,0.00,4223.00,420.00,33.00,2656.00,0.00,1114.00,
2019,2,"9E","Endeavor Air Inc.","ORF","Norfolk, VA: Norfolk International",193.00,43.00,13.91,0.00,11.61,0.00,17.48,14.00,0.00,2738.00,1009.00,0.00,421.00,0.00,1308.00,
2019,2,"9E","Endeavor Air Inc.","PHF","Newport News/Williamsburg, VA: Newport News/Williamsburg International",50.00,6.00,4.85,0.00,0.37,0.00,0.78,0.00,0.00,297.00,218.00,0.00,23.00,0.00,56.00,
2019,2,"9E","Endeavor Air Inc.","PHL","Philadelphia, PA: Philadelphia International",175.00,44.00,11.29,0.19,14.04,0.00,18.48,6.00,0.00,3460.00,1197.00,33.00,892.00,0.00,1338.00,
2019,2,"9E","Endeavor Air Inc.","PIT","Pittsburgh, PA: Pittsburgh International",347.00,79.00,21.24,3.67,23.86,0.00,30.23,19.00,1.00,5919.00,2188.00,442.00,963.00,0.00,2326.00,
2019,2,"9E","Endeavor Air Inc.","PVD","Providence, RI: Theodore Francis Green State",21.00,4.00,1.00,0.00,0.59,0.00,2.41,0.00,0.00,137.00,77.00,0.00,10.00,0.00,50.00,
2019,2,"9E","Endeavor Air Inc.","PWM","Portland, ME: Portland International Jetport",108.00,13.00,4.32,0.00,2.29,0.00,6.38,5.00,0.00,860.00,285.00,0.00,124.00,0.00,451.00,
2019,2,"9E","Endeavor Air Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",348.00,76.00,14.08,2.23,19.78,0.00,39.91,7.00,0.00,5875.00,1167.00,113.00,1179.00,0.00,3416.00,
2019,2,"9E","Endeavor Air Inc.","RIC","Richmond, VA: Richmond International",112.00,16.00,4.68,0.25,2.28,0.00,8.78,3.00,0.00,958.00,248.00,25.00,173.00,0.00,512.00,
2019,2,"9E","Endeavor Air Inc.","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",24.00,7.00,3.18,0.00,0.54,0.00,3.28,1.00,0.00,202.00,106.00,0.00,18.00,0.00,78.00,
2019,2,"9E","Endeavor Air Inc.","ROC","Rochester, NY: Greater Rochester International",158.00,21.00,7.92,0.00,5.37,0.00,7.70,14.00,0.00,1358.00,566.00,0.00,212.00,0.00,580.00,
2019,2,"9E","Endeavor Air Inc.","RSW","Fort Myers, FL: Southwest Florida International",90.00,12.00,1.20,0.00,6.97,0.00,3.83,5.00,0.00,667.00,63.00,0.00,225.00,0.00,379.00,
2019,2,"9E","Endeavor Air Inc.","SAT","San Antonio, TX: San Antonio International",20.00,6.00,0.44,1.43,3.07,0.00,1.06,0.00,0.00,249.00,8.00,73.00,108.00,0.00,60.00,
2019,2,"9E","Endeavor Air Inc.","SAV","Savannah, GA: Savannah/Hilton Head International",74.00,12.00,1.17,0.00,4.86,0.00,5.98,5.00,0.00,547.00,30.00,0.00,174.00,0.00,343.00,
2019,2,"9E","Endeavor Air Inc.","SBN","South Bend, IN: South Bend International",24.00,2.00,1.00,0.00,0.27,0.00,0.73,0.00,0.00,61.00,16.00,0.00,12.00,0.00,33.00,
2019,2,"9E","Endeavor Air Inc.","SDF","Louisville, KY: Louisville Muhammad Ali International",47.00,8.00,1.53,1.13,1.99,0.00,3.35,0.00,0.00,465.00,35.00,139.00,97.00,0.00,194.00,
2019,2,"9E","Endeavor Air Inc.","SGF","Springfield, MO: Springfield-Branson National",106.00,24.00,7.66,0.79,5.37,0.00,10.18,0.00,0.00,1688.00,678.00,21.00,298.00,0.00,691.00,
2019,2,"9E","Endeavor Air Inc.","SHV","Shreveport, LA: Shreveport Regional",52.00,23.00,5.60,1.96,5.36,0.53,9.56,0.00,1.00,1919.00,402.00,739.00,215.00,10.00,553.00,
2019,2,"9E","Endeavor Air Inc.","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",27.00,1.00,0.03,0.00,0.49,0.00,0.48,1.00,0.00,116.00,3.00,0.00,57.00,0.00,56.00,
2019,2,"9E","Endeavor Air Inc.","STL","St. Louis, MO: St Louis Lambert International",179.00,41.00,8.75,1.23,19.22,0.00,11.80,7.00,0.00,2702.00,607.00,132.00,719.00,0.00,1244.00,
2019,2,"9E","Endeavor Air Inc.","SYR","Syracuse, NY: Syracuse Hancock International",178.00,23.00,3.62,2.77,6.89,0.00,9.72,13.00,0.00,1293.00,234.00,190.00,295.00,0.00,574.00,
2019,2,"9E","Endeavor Air Inc.","TLH","Tallahassee, FL: Tallahassee International",47.00,16.00,6.72,2.00,2.64,0.00,4.64,1.00,0.00,923.00,197.00,152.00,157.00,0.00,417.00,
2019,2,"9E","Endeavor Air Inc.","TUL","Tulsa, OK: Tulsa International",76.00,19.00,9.81,0.21,1.22,0.00,7.76,0.00,0.00,1120.00,492.00,42.00,94.00,0.00,492.00,
2019,2,"9E","Endeavor Air Inc.","TVC","Traverse City, MI: Cherry Capital",50.00,9.00,4.12,1.13,2.00,0.00,1.74,4.00,0.00,398.00,215.00,68.00,45.00,0.00,70.00,
2019,2,"9E","Endeavor Air Inc.","TYS","Knoxville, TN: McGhee Tyson",349.00,75.00,24.87,4.69,15.90,0.00,29.54,2.00,1.00,5129.00,1332.00,940.00,607.00,0.00,2250.00,
2019,2,"9E","Endeavor Air Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",161.00,33.00,8.91,1.38,10.59,0.00,12.13,2.00,1.00,1919.00,368.00,60.00,544.00,0.00,947.00,
2019,2,"AA","American Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",144.00,36.00,12.33,1.19,11.86,0.00,10.61,1.00,0.00,1505.00,598.00,57.00,316.00,0.00,534.00,
2019,2,"AA","American Airlines Inc.","ALB","Albany, NY: Albany International",67.00,8.00,3.90,0.00,1.78,0.00,2.32,1.00,1.00,1069.00,903.00,0.00,41.00,0.00,125.00,
2019,2,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",913.00,222.00,69.93,4.54,83.17,0.00,64.36,9.00,4.00,11060.00,3535.00,237.00,2961.00,0.00,4327.00,
2019,2,"AA","American Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",910.00,211.00,79.30,7.23,53.43,0.00,71.04,5.00,0.00,10590.00,4401.00,443.00,1892.00,0.00,3854.00,
2019,2,"AA","American Airlines Inc.","BDL","Hartford, CT: Bradley International",382.00,77.00,32.86,1.59,8.28,0.00,34.27,10.00,0.00,4423.00,1970.00,68.00,306.00,0.00,2079.00,
2019,2,"AA","American Airlines Inc.","BNA","Nashville, TN: Nashville International",490.00,121.00,48.38,2.46,22.44,0.00,47.72,1.00,1.00,6887.00,3276.00,95.00,721.00,0.00,2795.00,
2019,2,"AA","American Airlines Inc.","BOI","Boise, ID: Boise Air Terminal",54.00,6.00,3.27,0.00,0.73,0.00,2.00,0.00,0.00,285.00,96.00,0.00,19.00,0.00,170.00,
2019,2,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",2044.00,481.00,117.27,19.94,185.28,1.08,157.43,72.00,0.00,28489.00,7674.00,1412.00,8958.00,25.00,10420.00,
2019,2,"AA","American Airlines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",124.00,26.00,8.11,0.43,6.93,0.70,9.83,6.00,2.00,1792.00,1016.00,15.00,234.00,14.00,513.00,
2019,2,"AA","American Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",428.00,83.00,38.77,2.20,9.47,0.44,32.12,3.00,0.00,4070.00,1788.00,105.00,271.00,19.00,1887.00,
2019,2,"AA","American Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",28.00,9.00,4.69,1.00,1.18,0.00,2.14,0.00,1.00,473.00,274.00,22.00,66.00,0.00,111.00,
2019,2,"AA","American Airlines Inc.","CAE","Columbia, SC: Columbia Metropolitan",52.00,9.00,5.40,0.00,0.54,0.00,3.07,0.00,0.00,516.00,178.00,0.00,25.00,0.00,313.00,
2019,2,"AA","American Airlines Inc.","CHS","Charleston, SC: Charleston AFB/International",124.00,35.00,11.72,0.00,10.97,0.00,12.31,2.00,0.00,1562.00,421.00,0.00,364.00,0.00,777.00,
2019,2,"AA","American Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",229.00,41.00,14.97,0.35,12.81,0.16,12.71,4.00,0.00,2129.00,640.00,18.00,348.00,5.00,1118.00,
2019,2,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",7497.00,1311.00,343.29,28.42,424.10,3.07,512.12,71.00,13.00,83270.00,31434.00,2692.00,15445.00,107.00,33592.00,
2019,2,"AA","American Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",231.00,39.00,15.54,1.15,4.08,0.00,18.23,8.00,0.00,2561.00,1246.00,51.00,122.00,0.00,1142.00,
2019,2,"AA","American Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",109.00,31.00,18.96,0.19,3.47,0.00,8.39,1.00,1.00,1328.00,785.00,5.00,101.00,0.00,437.00,
2019,2,"AA","American Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",56.00,14.00,4.79,0.00,3.47,0.00,5.74,0.00,0.00,540.00,229.00,0.00,138.00,0.00,173.00,
2019,2,"AA","American Airlines Inc.","DAB","Daytona Beach, FL: Daytona Beach International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,2,"AA","American Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",1853.00,384.00,104.36,16.49,106.55,0.56,156.03,49.00,4.00,23303.00,6494.00,1527.00,4125.00,9.00,11148.00,
2019,2,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",751.00,190.00,76.84,7.08,52.79,0.19,53.10,4.00,3.00,10029.00,4225.00,471.00,1972.00,10.00,3351.00,
2019,2,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",10930.00,2619.00,549.89,64.85,1053.53,6.31,944.43,106.00,28.00,170713.00,49617.00,7455.00,39616.00,451.00,73574.00,
2019,2,"AA","American Airlines Inc.","DSM","Des Moines, IA: Des Moines International",151.00,24.00,7.80,0.62,6.92,0.00,8.65,0.00,3.00,1758.00,620.00,29.00,262.00,0.00,847.00,
2019,2,"AA","American Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",413.00,75.00,30.71,0.60,11.99,0.00,31.70,8.00,1.00,2970.00,1130.00,29.00,348.00,0.00,1463.00,
2019,2,"AA","American Airlines Inc.","EGE","Eagle, CO: Eagle County Regional",174.00,60.00,13.72,3.25,32.60,0.00,10.42,2.00,4.00,6646.00,879.00,1677.00,1476.00,0.00,2614.00,
2019,2,"AA","American Airlines Inc.","ELP","El Paso, TX: El Paso International",129.00,40.00,16.71,0.72,10.63,0.00,11.94,1.00,0.00,1484.00,538.00,62.00,330.00,0.00,554.00,
2019,2,"AA","American Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",517.00,140.00,29.98,2.81,61.94,0.09,45.19,5.00,3.00,7587.00,1466.00,136.00,3434.00,2.00,2549.00,
2019,2,"AA","American Airlines Inc.","FAT","Fresno, CA: Fresno Yosemite International",54.00,17.00,5.89,0.00,6.78,0.00,4.33,0.00,0.00,704.00,191.00,0.00,362.00,0.00,151.00,
2019,2,"AA","American Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",521.00,128.00,46.86,3.24,39.58,0.44,37.87,1.00,0.00,6571.00,2364.00,197.00,1462.00,8.00,2540.00,
2019,2,"AA","American Airlines Inc.","GEG","Spokane, WA: Spokane International",52.00,12.00,6.05,0.00,0.91,0.00,5.04,0.00,0.00,1019.00,678.00,0.00,31.00,0.00,310.00,
2019,2,"AA","American Airlines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",50.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,75.00,0.00,0.00,0.00,0.00,75.00,
2019,2,"AA","American Airlines Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",24.00,3.00,0.83,0.15,1.27,0.00,0.76,0.00,0.00,101.00,23.00,5.00,42.00,0.00,31.00,
2019,2,"AA","American Airlines Inc.","GSP","Greer, SC: Greenville-Spartanburg International",54.00,19.00,4.86,0.73,4.32,0.00,9.08,0.00,0.00,1063.00,227.00,26.00,214.00,0.00,596.00,
2019,2,"AA","American Airlines Inc.","GUC","Gunnison, CO: Gunnison-Crested Butte Regional",32.00,11.00,4.88,0.79,4.94,0.00,0.39,0.00,0.00,1642.00,264.00,968.00,138.00,0.00,272.00,
2019,2,"AA","American Airlines Inc.","HDN","Hayden, CO: Yampa Valley",28.00,6.00,0.50,0.00,4.65,0.00,0.85,0.00,0.00,218.00,22.00,0.00,162.00,0.00,34.00,
